sequence,frame,x,y,w,h,conf,cls_id,cls_name
v_-6Os86HzwCs_c009,16,214.4935302734375,224.38119506835938,50.1033935546875,146.137451171875,0.643609881401062,0,person
v_-6Os86HzwCs_c009,16,452.2764892578125,242.3895263671875,37.7679443359375,97.548095703125,0.5963543057441711,0,person
v_-6Os86HzwCs_c009,16,525.034423828125,173.04620361328125,34.292236328125,90.51654052734375,0.5826573371887207,0,person
v_-6Os86HzwCs_c009,16,56.56175231933594,241.29931640625,33.65650939941406,97.80413818359375,0.5213049054145813,0,person
v_-6Os86HzwCs_c009,16,1119.90185546875,225.763916015625,41.993896484375,92.0595703125,0.49040883779525757,0,person
v_-6Os86HzwCs_c009,16,829.4608154296875,278.01824951171875,32.6732177734375,69.9632568359375,0.4380911588668823,0,person
v_-6Os86HzwCs_c009,16,1025.5694580078125,373.88201904296875,29.42578125,91.6331787109375,0.39172255992889404,0,person
v_-6Os86HzwCs_c009,16,524.3770141601562,424.9715576171875,61.029296875,96.85595703125,0.3361920118331909,0,person
v_-6Os86HzwCs_c009,16,952.20263671875,247.08816528320312,27.8946533203125,74.80517578125,0.33616259694099426,0,person
v_-6Os86HzwCs_c009,16,805.1417236328125,381.0823974609375,40.603759765625,83.4552001953125,0.3284589946269989,0,person
v_-6Os86HzwCs_c009,16,519.7105712890625,506.9552001953125,44.124267578125,88.655029296875,0.2861347198486328,0,person
v_-6Os86HzwCs_c009,16,124.82083129882812,160.57778930664062,32.770904541015625,96.1043701171875,0.26697227358818054,0,person
v_-6Os86HzwCs_c009,21,515.325927734375,485.525634765625,66.9259033203125,109.578857421875,0.7570411562919617,0,person
v_-6Os86HzwCs_c009,21,241.16140747070312,226.67572021484375,46.91021728515625,143.81585693359375,0.6164969801902771,0,person
v_-6Os86HzwCs_c009,21,1115.096923828125,213.98345947265625,55.22314453125,103.275634765625,0.6005261540412903,0,person
v_-6Os86HzwCs_c009,21,588.4478149414062,420.4910888671875,36.8466796875,131.08624267578125,0.5958135724067688,0,person
v_-6Os86HzwCs_c009,21,463.235107421875,245.17926025390625,37.570068359375,95.97265625,0.5805273652076721,0,person
v_-6Os86HzwCs_c009,21,801.7220458984375,276.84259033203125,44.506591796875,89.3336181640625,0.573347270488739,0,person
v_-6Os86HzwCs_c009,21,557.1558227539062,168.2830810546875,27.8721923828125,91.059814453125,0.5662715435028076,0,person
v_-6Os86HzwCs_c009,21,81.595458984375,238.31869506835938,36.46240234375,99.74127197265625,0.5231838226318359,0,person
v_-6Os86HzwCs_c009,21,997.9234619140625,370.53363037109375,42.1121826171875,117.6466064453125,0.3977108895778656,0,person
v_-6Os86HzwCs_c009,21,800.4221801757812,369.4735107421875,39.89404296875,94.091064453125,0.38119232654571533,0,person
v_-6Os86HzwCs_c009,21,944.9263916015625,240.35919189453125,41.669189453125,91.269287109375,0.328442245721817,0,person
v_-6Os86HzwCs_c009,21,1002.625,371.2850341796875,36.7998046875,86.11322021484375,0.312825471162796,0,person
v_-6Os86HzwCs_c009,21,217.35452270507812,153.29837036132812,32.23455810546875,41.88555908203125,0.2989819645881653,0,person
v_-6Os86HzwCs_c009,21,514.8618774414062,408.18255615234375,50.106201171875,93.53582763671875,0.294201523065567,0,person
v_-6Os86HzwCs_c009,21,588.1016845703125,450.22857666015625,40.557373046875,104.5489501953125,0.26228266954421997,0,person
v_-6Os86HzwCs_c009,21,152.6588134765625,160.44219970703125,29.420318603515625,37.4071044921875,0.25582578778266907,0,person
v_-6Os86HzwCs_c009,26,521.0874633789062,486.2249755859375,71.9906005859375,108.1756591796875,0.7786280512809753,0,person
v_-6Os86HzwCs_c009,26,463.665771484375,241.45123291015625,45.822265625,101.8125,0.6677354574203491,0,person
v_-6Os86HzwCs_c009,26,573.690185546875,166.96371459960938,30.8896484375,93.37918090820312,0.6548399329185486,0,person
v_-6Os86HzwCs_c009,26,254.76895141601562,220.24172973632812,44.42535400390625,152.42840576171875,0.6291211247444153,0,person
v_-6Os86HzwCs_c009,26,1112.380126953125,230.24403381347656,42.3955078125,88.28013610839844,0.608589231967926,0,person
v_-6Os86HzwCs_c009,26,95.09788513183594,238.43231201171875,38.05316162109375,99.7880859375,0.5856225490570068,0,person
v_-6Os86HzwCs_c009,26,574.4197998046875,406.5584716796875,54.2509765625,118.767578125,0.5644824504852295,0,person
v_-6Os86HzwCs_c009,26,936.0079345703125,239.616455078125,25.82177734375,86.787109375,0.5267118811607361,0,person
v_-6Os86HzwCs_c009,26,631.4285888671875,435.0810241699219,53.245361328125,125.37429809570312,0.49146202206611633,0,person
v_-6Os86HzwCs_c009,26,780.619384765625,269.05035400390625,40.0638427734375,106.8729248046875,0.4506089389324188,0,person
v_-6Os86HzwCs_c009,26,986.9385986328125,373.88385009765625,35.8251953125,113.68212890625,0.4205036163330078,0,person
v_-6Os86HzwCs_c009,26,618.833740234375,451.971435546875,67.0162353515625,111.4254150390625,0.2991673946380615,0,person
v_-6Os86HzwCs_c009,26,779.4620361328125,271.5303955078125,46.82861328125,135.5086669921875,0.2669370174407959,0,person
v_-6Os86HzwCs_c009,31,533.0228881835938,487.62506103515625,55.0880126953125,108.5380859375,0.8702388405799866,0,person
v_-6Os86HzwCs_c009,31,622.4345092773438,403.57586669921875,53.2230224609375,139.6678466796875,0.7298632860183716,0,person
v_-6Os86HzwCs_c009,31,468.17120361328125,243.65777587890625,33.146484375,100.3267822265625,0.6547041535377502,0,person
v_-6Os86HzwCs_c009,31,590.3330688476562,164.31826782226562,31.94970703125,94.99676513671875,0.652470052242279,0,person
v_-6Os86HzwCs_c009,31,263.5455322265625,215.4281005859375,44.29058837890625,160.875732421875,0.6285918951034546,0,person
v_-6Os86HzwCs_c009,31,1086.924560546875,220.2593231201172,58.556640625,100.84718322753906,0.6250143647193909,0,person
v_-6Os86HzwCs_c009,31,690.2750244140625,422.4046325683594,35.27734375,134.77908325195312,0.6198826432228088,0,person
v_-6Os86HzwCs_c009,31,950.982177734375,380.14300537109375,33.0694580078125,115.318603515625,0.6158586740493774,0,person
v_-6Os86HzwCs_c009,31,104.73895263671875,237.329833984375,36.093994140625,100.5574951171875,0.570770263671875,0,person
v_-6Os86HzwCs_c009,31,911.7230224609375,238.64111328125,43.849853515625,86.14373779296875,0.43740397691726685,0,person
v_-6Os86HzwCs_c009,31,467.145263671875,205.5575408935547,35.25634765625,140.44691467285156,0.420594185590744,0,person
v_-6Os86HzwCs_c009,31,763.472900390625,356.2579345703125,53.136474609375,93.265869140625,0.37873801589012146,0,person
v_-6Os86HzwCs_c009,36,542.6231689453125,488.39276123046875,58.2725830078125,110.015380859375,0.8197470307350159,0,person
v_-6Os86HzwCs_c009,36,461.19512939453125,251.11956787109375,50.3992919921875,93.48046875,0.7119176983833313,0,person
v_-6Os86HzwCs_c009,36,273.59820556640625,234.4488525390625,42.2371826171875,139.64202880859375,0.6118811964988708,0,person
v_-6Os86HzwCs_c009,36,668.58056640625,399.978759765625,48.2498779296875,127.7657470703125,0.572824239730835,0,person
v_-6Os86HzwCs_c009,36,656.977294921875,397.28314208984375,60.435546875,152.48583984375,0.559138834476471,0,person
v_-6Os86HzwCs_c009,36,607.2720947265625,159.260986328125,33.299072265625,96.79156494140625,0.5366889834403992,0,person
v_-6Os86HzwCs_c009,36,115.4649658203125,233.89395141601562,35.431365966796875,101.56805419921875,0.5233811736106873,0,person
v_-6Os86HzwCs_c009,36,917.92626953125,371.54412841796875,61.63671875,123.6236572265625,0.48283371329307556,0,person
v_-6Os86HzwCs_c009,36,1091.62646484375,231.54721069335938,43.947998046875,87.45416259765625,0.4311390221118927,0,person
v_-6Os86HzwCs_c009,36,728.4273681640625,453.04388427734375,53.8568115234375,106.8729248046875,0.424938440322876,0,person
v_-6Os86HzwCs_c009,36,753.4932250976562,347.7895812988281,49.29638671875,112.19232177734375,0.40599295496940613,0,person
v_-6Os86HzwCs_c009,36,904.130126953125,232.7303466796875,32.2607421875,88.28070068359375,0.38483285903930664,0,person
v_-6Os86HzwCs_c009,36,187.7096405029297,151.68548583984375,33.751007080078125,95.73321533203125,0.354955792427063,0,person
v_-6Os86HzwCs_c009,41,554.7422485351562,489.11492919921875,60.232421875,107.00537109375,0.8955123424530029,0,person
v_-6Os86HzwCs_c009,41,286.16680908203125,227.36224365234375,44.188232421875,144.81842041015625,0.719531238079071,0,person
v_-6Os86HzwCs_c009,41,1088.7103271484375,225.9031982421875,55.378662109375,95.7388916015625,0.7111229300498962,0,person
v_-6Os86HzwCs_c009,41,716.5623779296875,388.05413818359375,65.2039794921875,139.14910888671875,0.6988959908485413,0,person
v_-6Os86HzwCs_c009,41,466.44622802734375,214.24420166015625,50.0784912109375,124.68621826171875,0.6809542775154114,0,person
v_-6Os86HzwCs_c009,41,905.8502197265625,369.91546630859375,38.35009765625,125.79913330078125,0.6431964039802551,0,person
v_-6Os86HzwCs_c009,41,131.14036560058594,228.2774658203125,35.443695068359375,105.24395751953125,0.6365427374839783,0,person
v_-6Os86HzwCs_c009,41,774.7774047851562,415.56707763671875,65.087890625,143.6683349609375,0.5591265559196472,0,person
v_-6Os86HzwCs_c009,41,633.1913452148438,153.573974609375,34.417236328125,100.364013671875,0.547975480556488,0,person
v_-6Os86HzwCs_c009,41,895.17724609375,227.22023010253906,24.34521484375,83.61741638183594,0.5439774990081787,0,person
v_-6Os86HzwCs_c009,41,793.7635498046875,415.43359375,46.400390625,138.583984375,0.5165037512779236,0,person
v_-6Os86HzwCs_c009,41,207.16937255859375,144.855712890625,32.10406494140625,37.7225341796875,0.38315221667289734,0,person
v_-6Os86HzwCs_c009,41,709.19384765625,270.1142272949219,56.2357177734375,118.82879638671875,0.34392857551574707,0,person
v_-6Os86HzwCs_c009,41,744.0823974609375,351.39825439453125,49.0849609375,97.83544921875,0.3368879556655884,0,person
v_-6Os86HzwCs_c009,41,278.9248352050781,138.8271942138672,26.08111572265625,43.26336669921875,0.25049179792404175,0,person
v_-6Os86HzwCs_c009,46,576.613525390625,487.00555419921875,60.99072265625,107.3026123046875,0.8505167961120605,0,person
v_-6Os86HzwCs_c009,46,303.74017333984375,209.49517822265625,42.42889404296875,160.1827392578125,0.7356180548667908,0,person
v_-6Os86HzwCs_c009,46,481.06915283203125,224.55995178222656,38.0980224609375,113.63499450683594,0.6766968965530396,0,person
v_-6Os86HzwCs_c009,46,854.622314453125,418.64202880859375,52.7620849609375,113.81488037109375,0.6126850247383118,0,person
v_-6Os86HzwCs_c009,46,146.919677734375,223.6836700439453,35.48358154296875,103.06077575683594,0.5922248363494873,0,person
v_-6Os86HzwCs_c009,46,658.137939453125,149.60403442382812,35.632568359375,100.59426879882812,0.5773903131484985,0,person
v_-6Os86HzwCs_c009,46,878.6759643554688,215.8627166748047,53.0797119140625,101.71510314941406,0.5111607909202576,0,person
v_-6Os86HzwCs_c009,46,732.0394287109375,360.01605224609375,41.83251953125,105.4451904296875,0.5067424178123474,0,person
v_-6Os86HzwCs_c009,46,1124.06640625,205.7392578125,40.2275390625,112.92889404296875,0.4851178824901581,0,person
v_-6Os86HzwCs_c009,46,880.4476318359375,362.17352294921875,39.1839599609375,85.5546875,0.4345353841781616,0,person
v_-6Os86HzwCs_c009,46,765.9452514648438,393.26141357421875,53.2958984375,126.3131103515625,0.4210488200187683,0,person
v_-6Os86HzwCs_c009,46,730.9307250976562,344.12750244140625,53.931884765625,123.5692138671875,0.4172676205635071,0,person
v_-6Os86HzwCs_c009,46,294.71600341796875,129.72727966308594,29.12060546875,46.490875244140625,0.3598906099796295,0,person
v_-6Os86HzwCs_c009,46,326.483154296875,130.04147338867188,31.534912109375,43.72625732421875,0.2929641306400299,0,person
v_-6Os86HzwCs_c009,46,220.76202392578125,136.34860229492188,35.496826171875,98.58981323242188,0.2826961874961853,0,person
v_-6Os86HzwCs_c009,51,602.0335693359375,487.69580078125,63.1778564453125,107.4853515625,0.8630434274673462,0,person
v_-6Os86HzwCs_c009,51,1136.7626953125,203.873779296875,54.041015625,114.1448974609375,0.6868368983268738,0,person
v_-6Os86HzwCs_c009,51,910.98486328125,400.55487060546875,61.2733154296875,144.608154296875,0.6712867021560669,0,person
v_-6Os86HzwCs_c009,51,493.1776123046875,231.74105834960938,47.786376953125,102.5657958984375,0.6588850021362305,0,person
v_-6Os86HzwCs_c009,51,162.87493896484375,216.21856689453125,38.2476806640625,108.296630859375,0.6536737084388733,0,person
v_-6Os86HzwCs_c009,51,712.12109375,340.3705139160156,59.87744140625,123.08209228515625,0.602449893951416,0,person
v_-6Os86HzwCs_c009,51,682.5182495117188,140.7069091796875,40.23291015625,103.4832763671875,0.5981473326683044,0,person
v_-6Os86HzwCs_c009,51,317.47894287109375,244.5689697265625,43.3695068359375,119.4620361328125,0.5748296976089478,0,person
v_-6Os86HzwCs_c009,51,813.3807373046875,369.4818115234375,53.583251953125,138.24951171875,0.4562087655067444,0,person
v_-6Os86HzwCs_c009,51,837.8160400390625,371.56146240234375,42.7996826171875,121.4654541015625,0.44290342926979065,0,person
v_-6Os86HzwCs_c009,51,871.62548828125,378.83642578125,40.35400390625,106.272216796875,0.3913842737674713,0,person
v_-6Os86HzwCs_c009,51,1142.9991455078125,665.3098754882812,65.235595703125,54.69012451171875,0.3561016917228699,0,person
v_-6Os86HzwCs_c009,51,888.0625,216.06668090820312,32.509033203125,91.13958740234375,0.279265433549881,0,person
v_-6Os86HzwCs_c009,51,314.901611328125,122.90655517578125,30.5474853515625,44.816802978515625,0.26767396926879883,0,person
v_-6Os86HzwCs_c009,51,325.1466064453125,190.46621704101562,37.47491455078125,68.11654663085938,0.263124018907547,0,person
v_-6Os86HzwCs_c009,51,872.9293212890625,383.258056640625,34.138916015625,86.875,0.2593194246292114,0,person
v_-6Os86HzwCs_c009,51,475.65411376953125,190.45486450195312,55.5638427734375,79.3394775390625,0.25718870759010315,0,person
v_-6Os86HzwCs_c009,56,623.60888671875,492.5062255859375,66.330810546875,101.842041015625,0.8526751399040222,0,person
v_-6Os86HzwCs_c009,56,512.5126953125,219.12525939941406,34.95751953125,111.63084411621094,0.6531234383583069,0,person
v_-6Os86HzwCs_c009,56,957.6068115234375,380.03790283203125,51.577392578125,139.82647705078125,0.6284721493721008,0,person
v_-6Os86HzwCs_c009,56,177.9989013671875,208.31947326660156,37.51824951171875,113.30857849121094,0.6280323266983032,0,person
v_-6Os86HzwCs_c009,56,711.0733642578125,131.115966796875,40.75732421875,108.8294677734375,0.6243382096290588,0,person
v_-6Os86HzwCs_c009,56,698.8111572265625,335.39666748046875,61.677734375,120.6302490234375,0.559603214263916,0,person
v_-6Os86HzwCs_c009,56,822.3909301757812,384.8072509765625,38.2420654296875,108.04742431640625,0.5592660307884216,0,person
v_-6Os86HzwCs_c009,56,854.4904174804688,353.64825439453125,49.7823486328125,147.73345947265625,0.4969208240509033,0,person
v_-6Os86HzwCs_c009,56,319.5860595703125,254.76373291015625,58.1053466796875,109.7664794921875,0.4772358238697052,0,person
v_-6Os86HzwCs_c009,56,319.6607666015625,193.54971313476562,58.9300537109375,172.30718994140625,0.46176594495773315,0,person
v_-6Os86HzwCs_c009,56,1179.16650390625,222.2041015625,40.35009765625,94.55560302734375,0.3367314040660858,0,person
v_-6Os86HzwCs_c009,56,1187.8310546875,678.2227783203125,69.125,41.7772216796875,0.2834024131298065,0,person
v_-6Os86HzwCs_c009,56,892.3509521484375,213.09141540527344,26.66064453125,77.10548400878906,0.2743806838989258,0,person
v_-6Os86HzwCs_c009,61,640.6918334960938,495.0830078125,66.7064208984375,99.484619140625,0.8637168407440186,0,person
v_-6Os86HzwCs_c009,61,978.4249267578125,367.84466552734375,60.608642578125,154.22882080078125,0.7636380195617676,0,person
v_-6Os86HzwCs_c009,61,769.9759521484375,385.09539794921875,96.06494140625,111.269775390625,0.7353342771530151,0,person
v_-6Os86HzwCs_c009,61,888.96044921875,352.30352783203125,47.755126953125,155.14801025390625,0.7043469548225403,0,person
v_-6Os86HzwCs_c009,61,514.9752807617188,215.43502807617188,34.677734375,114.1895751953125,0.6829208135604858,0,person
v_-6Os86HzwCs_c009,61,327.76153564453125,234.32339477539062,62.1058349609375,136.2554931640625,0.6821972727775574,0,person
v_-6Os86HzwCs_c009,61,185.5325927734375,202.048583984375,40.2413330078125,113.86187744140625,0.6011803150177002,0,person
v_-6Os86HzwCs_c009,61,730.5732421875,127.28997802734375,43.5673828125,108.7646484375,0.5906094908714294,0,person
v_-6Os86HzwCs_c009,61,1197.961181640625,196.81642150878906,46.18359375,115.39964294433594,0.5398851037025452,0,person
v_-6Os86HzwCs_c009,61,883.5664672851562,205.2488250732422,40.2164306640625,93.24842834472656,0.4477790594100952,0,person
v_-6Os86HzwCs_c009,61,680.03369140625,329.138916015625,62.123046875,116.821533203125,0.43482720851898193,0,person
v_-6Os86HzwCs_c009,61,484.8978271484375,170.79119873046875,36.6058349609375,92.14996337890625,0.3622165620326996,0,person
v_-6Os86HzwCs_c009,61,884.61865234375,204.64718627929688,78.3194580078125,93.63177490234375,0.3576540946960449,0,person
v_-6Os86HzwCs_c009,61,268.36627197265625,113.8389892578125,33.3531494140625,44.4456787109375,0.30398914217948914,0,person
v_-6Os86HzwCs_c009,61,406.5747985839844,102.03843688964844,44.36077880859375,58.160064697265625,0.26072296500205994,0,person
v_-6Os86HzwCs_c009,61,488.64361572265625,169.75778198242188,31.50421142578125,63.5667724609375,0.2573608160018921,0,person
v_-6Os86HzwCs_c009,66,647.44287109375,498.4658203125,67.62841796875,96.83642578125,0.8524977564811707,0,person
v_-6Os86HzwCs_c009,66,1008.35009765625,352.45599365234375,51.525390625,150.1083984375,0.7857232689857483,0,person
v_-6Os86HzwCs_c009,66,513.1214599609375,210.14559936523438,46.364501953125,119.25616455078125,0.728897750377655,0,person
v_-6Os86HzwCs_c009,66,894.0390625,351.5074462890625,68.1405029296875,147.1656494140625,0.7271859645843506,0,person
v_-6Os86HzwCs_c009,66,1195.673095703125,193.67782592773438,71.12890625,119.45330810546875,0.6705734729766846,0,person
v_-6Os86HzwCs_c009,66,190.3251953125,197.079833984375,38.64111328125,120.79510498046875,0.6448343992233276,0,person
v_-6Os86HzwCs_c009,66,746.3385009765625,121.19607543945312,46.295166015625,114.45321655273438,0.5891239047050476,0,person
v_-6Os86HzwCs_c009,66,723.8050537109375,387.545166015625,79.2572021484375,122.87322998046875,0.5663467645645142,0,person
v_-6Os86HzwCs_c009,66,331.3741455078125,238.76315307617188,58.17822265625,131.96343994140625,0.526102602481842,0,person
v_-6Os86HzwCs_c009,66,648.44091796875,332.5706787109375,60.9302978515625,121.63409423828125,0.5103110671043396,0,person
v_-6Os86HzwCs_c009,66,356.2260437011719,180.82025146484375,41.59332275390625,121.1658935546875,0.42184028029441833,0,person
v_-6Os86HzwCs_c009,66,876.0091552734375,205.15377807617188,33.611572265625,88.78900146484375,0.40220189094543457,0,person
v_-6Os86HzwCs_c009,66,686.683837890625,262.63018798828125,42.830322265625,111.3873291015625,0.3480242192745209,0,person
v_-6Os86HzwCs_c009,66,414.80474853515625,92.84293365478516,46.6004638671875,60.50121307373047,0.3294936418533325,0,person
v_-6Os86HzwCs_c009,66,317.5318603515625,167.12460327148438,31.46636962890625,43.23040771484375,0.2874997854232788,0,person
v_-6Os86HzwCs_c009,66,716.6832275390625,387.9312744140625,73.76318359375,89.329833984375,0.26144230365753174,0,person
v_-6Os86HzwCs_c009,66,484.9207763671875,172.98703002929688,28.5372314453125,69.33428955078125,0.2535441219806671,0,person
v_-6Os86HzwCs_c009,66,272.9114990234375,106.98210144042969,31.6942138671875,45.024078369140625,0.25144776701927185,0,person
v_-6Os86HzwCs_c009,71,641.745849609375,502.27984619140625,65.34130859375,93.63330078125,0.7631829380989075,0,person
v_-6Os86HzwCs_c009,71,520.3684692382812,207.1298828125,33.63525390625,119.62969970703125,0.7483426928520203,0,person
v_-6Os86HzwCs_c009,71,1033.11669921875,347.20233154296875,55.5556640625,149.69775390625,0.7155002355575562,0,person
v_-6Os86HzwCs_c009,71,906.9491577148438,336.399658203125,52.251953125,152.24530029296875,0.7111059427261353,0,person
v_-6Os86HzwCs_c009,71,1219.630126953125,192.49191284179688,59.78759765625,118.24273681640625,0.6871868371963501,0,person
v_-6Os86HzwCs_c009,71,763.8302001953125,115.35366821289062,47.55322265625,117.84158325195312,0.6049050092697144,0,person
v_-6Os86HzwCs_c009,71,194.96841430664062,197.4189453125,38.4100341796875,119.38848876953125,0.5667681097984314,0,person
v_-6Os86HzwCs_c009,71,363.8240966796875,189.291015625,43.4556884765625,105.48748779296875,0.5617353320121765,0,person
v_-6Os86HzwCs_c009,71,482.9063720703125,166.61819458007812,31.42724609375,94.06637573242188,0.4770081043243408,0,person
v_-6Os86HzwCs_c009,71,335.291259765625,222.00656127929688,41.0169677734375,144.1669921875,0.43673914670944214,0,person
v_-6Os86HzwCs_c009,71,869.6839599609375,196.81117248535156,39.374755859375,95.84104919433594,0.4161183536052704,0,person
v_-6Os86HzwCs_c009,71,683.0606079101562,243.65277099609375,47.227783203125,128.956787109375,0.40613216161727905,0,person
v_-6Os86HzwCs_c009,71,422.21185302734375,86.59230041503906,50.4915771484375,63.441070556640625,0.40032336115837097,0,person
v_-6Os86HzwCs_c009,71,660.2820434570312,385.8254699707031,57.2078857421875,86.66815185546875,0.31573691964149475,0,person
v_-6Os86HzwCs_c009,71,637.5316772460938,385.279296875,78.1622314453125,97.048095703125,0.3066483736038208,0,person
v_-6Os86HzwCs_c009,71,281.1943664550781,102.19965362548828,32.06201171875,43.45195770263672,0.2932307720184326,0,person
v_-6Os86HzwCs_c009,71,359.791748046875,94.05670166015625,31.497314453125,53.772430419921875,0.2883986234664917,0,person
v_-6Os86HzwCs_c009,71,394.11700439453125,95.99198913574219,32.34674072265625,53.984375,0.2883778512477875,0,person
v_-6Os86HzwCs_c009,71,872.55517578125,195.57440185546875,32.38818359375,82.9561767578125,0.2578839659690857,0,person
v_-6Os86HzwCs_c009,71,613.474609375,331.51470947265625,53.44921875,122.553466796875,0.25308331847190857,0,person
v_-6Os86HzwCs_c009,76,504.69561767578125,208.1515350341797,52.6416015625,114.84693908691406,0.8010666370391846,0,person
v_-6Os86HzwCs_c009,76,1050.078125,335.3603515625,51.65234375,147.12469482421875,0.7476023435592651,0,person
v_-6Os86HzwCs_c009,76,675.9871826171875,242.98190307617188,45.4375,125.4825439453125,0.7410365343093872,0,person
v_-6Os86HzwCs_c009,76,632.3282470703125,506.12066650390625,61.540283203125,88.8243408203125,0.6923552751541138,0,person
v_-6Os86HzwCs_c009,76,906.4840087890625,319.0169677734375,48.74853515625,159.2794189453125,0.6894239187240601,0,person
v_-6Os86HzwCs_c009,76,333.90838623046875,232.87274169921875,49.2752685546875,132.8280029296875,0.6705348491668701,0,person
